sentence_position,sentence_count,paragraph_position,paragraph_length
9,26,4,10
24,26,9,12
4,4,1,1
4,10,4,4
4,7,2,5
7,7,5,5
5,11,5,8
9,9,4,4
10,15,6,6
11,15,1,2
7,7,4,4
12,12,2,2
12,12,2,2
3,26,1,2
4,26,2,2
23,26,6,6
2,13,2,3
2,6,2,4
7,8,2,2
14,50,1,2
2,9,2,6
3,6,3,6
3,12,3,4
4,12,4,4
12,12,2,2
3,12,3,4
4,12,4,4
12,12,2,2
5,9,3,4
7,9,1,3
3,12,3,4
4,12,4,4
12,12,2,2
5,7,5,7
3,12,3,4
4,12,4,4
12,12,2,2
9,9,2,3
2,5,2,5
1,11,1,11
1,11,1,1
1,11,1,1
8,9,8,9
6,9,6,9
3,14,3,3
10,14,2,2
12,14,2,4
2,13,1,13
3,13,2,13
7,13,6,13
9,13,8,13
10,13,9,13
1,7,1,1
5,7,2,3
3,3,2,2
4,5,4,4
5,6,1,2
6,11,3,4
1,9,1,1
3,10,3,10
10,13,6,9
3,31,3,3
8,31,1,4
24,31,2,2
28,31,4,4
1,16,1,4
4,16,4,4
6,16,1,6
11,16,6,6
13,16,2,2
5,7,5,5
5,7,5,5
1,20,1,3
6,20,2,5
19,20,2,6
20,20,1,1
7,9,3,3
4,6,4,6
5,6,5,6
7,9,3,3
4,6,4,6
5,6,5,6
7,9,3,3
4,6,4,6
5,6,5,6
16,16,2,2
2,6,2,6
6,6,6,6
3,4,1,2
4,4,2,2
7,11,1,4
1,1,1,1
3,8,3,4
3,14,3,3
14,14,1,1
2,9,1,4
3,6,2,2
4,7,3,4
11,15,2,6
15,15,6,6
11,26,3,9
2,35,2,2
17,35,3,5
19,35,5,5
33,35,5,5
14,14,3,3
14,14,3,3
2,24,1,2
21,24,2,4
2,3,2,3
3,3,3,3
2,9,2,2
8,9,1,3
8,10,8,8
10,10,2,2
1,4,1,2
5,13,5,6
8,13,2,5
10,13,4,5
13,13,2,2
1,6,1,1
1,7,1,1
2,7,1,1
3,7,1,2
3,6,3,6
2,11,1,2
7,11,4,5
16,16,1,1
5,57,4,34
8,57,7,34
13,57,12,34
27,57,26,34
29,57,28,34
41,57,6,8
45,57,2,10
51,57,8,10
53,57,10,10
2,6,2,4
6,6,2,2
39,51,2,3
40,51,3,3
1,6,1,1
5,6,1,1
6,6,1,1
13,13,4,4
4,7,1,1
7,7,3,3
2,4,1,4
3,65,3,4
5,65,1,5
9,65,5,5
16,65,1,3
22,65,4,8
27,65,1,5
36,65,5,17
57,65,1,3
59,65,3,3
9,11,3,5
11,11,5,5
8,16,1,2
9,13,2,3
11,13,1,3
4,6,4,6
9,13,2,3
11,13,1,3
4,6,4,6
2,12,2,2
18,51,1,5
28,51,4,4
38,51,1,5
41,51,4,5
1,3,1,1
5,6,3,4
16,25,7,9
19,25,1,8
21,25,3,8
25,25,7,8
2,6,2,3
6,6,1,1
1,30,1,1
7,30,6,6
19,30,7,7
24,30,5,5
3,7,1,5
6,7,2,3
3,7,1,5
6,7,2,3
8,15,4,5
12,15,3,3
14,15,2,3
1,6,1,1
5,6,4,5
2,3,2,2
6,12,3,5
10,12,2,4
11,12,3,4
7,32,3,3
11,32,4,6
25,32,2,2
8,9,4,5
9,9,5,5
13,20,3,3
18,20,2,4
20,20,4,4
15,33,12,14
17,33,14,14
32,33,4,6
3,3,3,3
4,17,4,5
2,35,1,5
13,35,3,3
15,35,2,5
26,35,6,7
32,35,4,5
9,23,4,8
15,23,2,8
2,7,2,3
2,31,2,2
4,5,2,2
2,12,2,2
2,3,1,2
5,10,5,5
3,12,3,6
4,12,4,6
8,12,2,2
12,12,1,1
1,10,1,1
3,4,1,2
4,4,4,4
2,4,2,2
4,4,2,2
3,47,2,3
4,47,3,3
6,47,1,5
9,47,4,5
13,47,3,9
14,47,4,9
21,47,2,6
39,47,3,5
4,4,4,4
4,4,2,2
4,8,2,2
7,8,1,2
8,8,2,2
6,6,1,1
6,16,2,2
5,17,5,6
12,17,2,5
17,17,2,2
13,13,2,2
2,8,2,3
6,8,3,5
4,8,4,6
2,5,2,5
4,5,4,5
1,2,1,1
2,2,1,1
7,8,3,4
12,28,2,6
15,28,5,6
16,28,6,6
17,28,1,8
19,28,3,8
20,28,4,8
2,2,2,2
3,5,3,5
5,5,5,5
8,9,8,9
3,3,3,3
1,3,1,2
3,3,1,1
2,3,1,2
3,3,2,2
2,3,1,2
3,3,2,2
4,18,4,9
15,18,6,6
16,18,1,3
4,22,3,7
9,22,1,11
12,22,4,11
22,22,3,3
7,8,3,4
4,22,3,7
9,22,1,11
12,22,4,11
22,22,3,3
7,8,3,4
1,13,1,5
7,13,2,2
3,3,3,3
1,13,1,5
7,13,2,2
3,3,3,3
2,2,2,2
4,22,3,7
9,22,1,11
12,22,4,11
22,22,3,3
7,8,3,4
10,26,7,8
12,26,1,5
18,26,2,7
13,16,1,1
15,16,2,3
6,9,2,2
8,9,2,3
8,26,3,5
19,26,9,11
22,26,1,5
5,5,5,5
8,26,3,5
19,26,9,11
22,26,1,5
8,26,3,5
19,26,9,11
22,26,1,5
6,10,4,6
1,10,1,2
9,10,6,6
3,5,2,2
4,5,1,2
3,5,2,2
4,5,1,2
2,16,1,2
10,16,4,4
4,19,2,4
7,19,1,2
12,19,3,5
15,20,3,4
3,14,3,3
4,14,1,6
10,14,1,5
2,3,1,2
1,7,1,1
1,5,1,4
3,5,3,4
5,9,2,3
8,10,1,2
2,14,2,3
8,14,3,7
13,14,1,2
3,9,3,3
8,9,2,3
7,7,1,1
8,8,8,8
2,13,2,6
2,8,1,1
2,8,1,1
13,17,4,5
14,17,5,5
1,17,1,1
2,17,1,1
11,11,5,5
5,9,5,8
12,12,2,2
3,8,1,1
1,11,1,11
3,11,3,11
2,14,2,2
13,13,1,1
6,6,3,3
16,27,3,4
14,20,3,3
5,14,3,4
2,8,2,4
8,8,6,6
5,5,1,1
4,8,4,4
1,3,1,2
22,28,2,2
23,28,1,2
7,9,7,8
6,27,5,5
6,13,2,2
5,5,2,2
2,5,2,5
3,3,3,3
2,6,2,2
3,7,3,7
3,7,1,4
1,6,1,2
5,12,3,3
3,10,3,3
8,8,6,6
7,10,7,10
6,30,5,7
8,30,7,7
14,30,6,9
17,30,9,9
1,5,1,3
2,8,1,1
4,8,2,2
5,8,1,2
2,42,1,16
3,42,2,16
7,42,6,16
10,42,9,16
12,42,11,16
19,42,2,9
20,42,3,9
23,42,6,9
24,42,7,9
27,42,1,10
28,42,2,10
29,42,3,10
30,42,4,10
31,42,5,10
32,42,6,10
34,42,8,10
35,42,9,10
36,42,10,10
42,42,7,7
1,28,1,1
14,28,1,3
22,28,3,3
3,32,1,3
21,32,6,9
25,32,1,4
3,11,1,1
10,14,1,5
3,6,3,6
5,11,2,8
4,21,1,1
14,21,1,1
16,21,2,2
18,21,2,3
21,21,1,2
3,14,3,3
11,14,3,5
2,11,2,4
4,11,4,4
5,11,1,3
6,11,2,3
8,11,1,4
2,11,2,2
3,11,1,7
7,11,5,7
1,6,1,6
1,6,1,6
7,12,3,3
2,8,2,2
1,2,1,1
1,5,1,5
3,5,3,5
2,6,1,2
1,13,1,1
2,10,2,2
2,5,2,3
4,4,2,2
8,11,3,4
11,15,1,1
15,15,3,3
11,15,1,1
15,15,3,3
11,15,1,1
15,15,3,3
11,15,1,1
15,15,3,3
11,15,1,1
15,15,3,3
6,8,3,5
1,18,1,1
6,18,2,3
6,8,1,3
12,17,4,9
11,23,2,6
14,23,5,6
23,23,1,1
24,24,1,2
24,24,1,1
1,19,1,1
8,19,1,4
2,4,2,4
3,4,3,4
1,5,1,5
2,14,2,4
14,14,10,10
8,12,3,7
6,9,2,5
9,22,4,5
10,22,5,5
14,22,4,4
5,9,5,9
9,9,9,9
2,4,2,4
4,4,4,4
3,9,2,2
5,5,1,1
1,13,1,6
2,13,2,6
3,13,3,6
5,13,5,6
6,13,6,6
12,13,1,2
7,9,3,3
1,14,1,7
4,7,4,7
2,2,2,2
4,20,4,6
12,20,2,2
1,7,1,2
2,7,2,2
2,2,2,2
10,14,5,7
10,14,5,7
16,52,4,9
32,52,2,4
36,52,2,8
48,52,1,1
51,52,1,5
7,27,4,4
9,27,2,8
10,27,3,8
14,27,7,8
23,27,8,9
25,27,1,3
4,11,4,4
5,11,1,2
4,11,4,4
5,11,1,2
3,5,3,3
4,5,1,2
4,13,3,4
1,8,1,8
4,8,4,8
8,8,8,8
1,11,1,1
10,11,2,3
11,14,2,2
11,14,2,2
5,30,5,6
13,30,2,5
18,30,2,2
19,30,1,11
22,30,4,11
25,30,7,11
2,10,2,6
9,17,1,6
2,2,2,2
2,2,2,2
2,10,2,6
4,10,4,6
7,8,1,2
7,8,1,2
3,3,3,3
3,11,3,4
4,11,4,4
6,11,2,2
4,11,4,4
2,3,2,2
1,2,1,2
7,7,1,1
8,23,7,7
11,23,3,8
11,46,3,8
19,46,1,6
46,46,4,4
1,4,1,2
1,7,1,3
3,7,3,3
4,7,1,3
7,7,1,1
1,6,1,3
11,33,6,10
18,33,3,18
8,9,2,3
1,38,1,2
2,38,2,2
1,38,1,2
2,38,2,2
1,2,1,2
2,2,2,2
1,2,1,2
2,6,2,4
3,16,3,8
14,16,6,7
7,36,3,3
19,36,6,6
31,36,8,8
7,36,3,3
19,36,6,6
31,36,8,8
1,9,1,4
6,9,2,2
3,10,2,3
10,10,4,4
7,36,3,3
19,36,6,6
31,36,8,8
5,16,2,4
9,16,2,3
3,32,1,2
14,32,1,6
2,6,2,2
13,29,1,1
26,29,1,2
27,29,2,2
11,27,4,4
16,27,2,3
24,27,1,4
25,27,2,4
11,13,1,3
13,13,3,3
3,6,3,4
5,13,1,2
8,8,8,8
3,5,1,3
1,5,1,5
2,5,2,5
1,9,1,1
2,2,2,2
6,8,1,1
6,11,1,4
6,11,1,4
1,15,1,4
8,15,2,3
1,6,1,2
2,6,2,2
3,6,1,1
4,6,1,1
6,6,2,2
1,3,1,1
4,11,3,3
1,1,1,1
2,5,2,5
10,13,6,9
17,23,1,1
12,34,1,2
9,22,3,3
12,22,3,3
13,22,1,3
2,10,1,2
7,10,4,4
8,10,1,1
4,12,4,4
12,12,1,1
10,12,1,3
2,6,2,2
10,36,3,4
13,36,1,1
16,36,3,4
31,36,2,3
7,8,3,4
4,6,4,4
12,12,2,2
2,10,2,5
10,12,2,4
13,19,6,6
19,19,5,6
13,19,6,6
19,19,5,6
11,31,1,1
18,31,2,2
21,31,3,5
25,31,1,1
29,31,3,5
1,13,1,1
8,11,2,2
11,11,2,3
2,3,2,2
3,5,2,3
9,14,1,1
7,7,3,3
4,28,4,5
8,28,3,5
16,28,1,4
25,28,1,3
1,2,1,2
1,16,1,1
39,85,2,15
76,85,5,8
3,23,3,3
5,23,2,6
19,23,2,2
23,23,1,1
6,6,1,1
6,6,1,1
6,6,1,1
20,22,4,6
4,36,4,4
6,36,2,4
14,36,1,4
20,36,1,5
36,36,9,9
2,5,2,5
3,5,3,5
4,5,4,5
1,3,1,3
2,5,2,5
3,5,3,5
4,5,4,5
9,9,3,3
1,4,1,4
24,30,8,13
5,8,3,6
2,2,2,2
8,19,6,7
9,9,3,3
1,4,1,4
5,7,3,3
7,7,1,1
3,5,1,3
10,11,2,3
10,13,1,1
1,10,1,1
2,10,1,3
10,13,1,1
1,10,1,1
2,10,1,3
4,12,1,1
1,10,1,1
5,10,4,4
10,10,1,1
9,11,9,11
1,14,1,1
4,14,3,3
7,14,2,5
11,14,1,4
14,14,1,1
2,6,2,6
5,6,5,6
1,2,1,2
5,33,1,6
3,7,2,3
7,7,1,1
5,9,3,3
8,9,1,2
9,9,2,2
3,4,3,3
6,21,4,6
5,13,1,5
10,13,1,4
12,13,3,4
4,4,4,4
1,12,1,2
4,12,2,4
7,12,1,5
11,12,5,5
1,9,1,1
2,4,1,3
3,6,3,3
6,6,1,2
6,19,2,6
12,19,2,3
17,19,1,2
1,11,1,2
9,10,2,3
4,10,2,4
9,10,3,3
2,11,2,2
11,11,1,1
12,43,4,7
14,43,6,7
18,43,3,14
24,43,9,14
26,43,11,14
28,43,13,14
12,43,4,7
14,43,6,7
18,43,3,14
24,43,9,14
26,43,11,14
28,43,13,14
15,15,1,1
3,16,2,5
7,16,1,7
2,8,1,5
4,8,4,4
2,2,1,1
3,8,3,3
5,8,2,4
7,8,4,4
1,15,1,11
3,15,3,11
4,9,1,6
3,4,2,2
1,9,1,1
2,4,2,3
1,11,1,11
15,30,6,12
16,30,7,12
1,8,1,1
3,12,3,4
4,12,4,4
1,12,1,1
4,12,3,3
6,12,1,2
8,12,1,1
4,5,1,2
2,33,2,2
6,33,4,5
24,33,2,3
27,33,2,2
5,19,2,4
10,19,1,3
11,19,2,3
13,19,1,2
17,19,3,6
2,3,2,2
4,16,1,1
5,16,1,2
7,16,1,3
7,7,3,3
4,18,3,5
11,18,5,5
4,6,1,3
6,6,3,3
4,6,1,3
6,6,3,3
4,4,1,1
4,13,4,10
6,6,2,2
1,2,1,2
12,18,2,5
14,42,10,11
15,42,11,11
26,42,3,4
31,42,3,9
34,42,6,9
38,42,1,6
7,12,6,7
15,41,1,2
27,41,2,8
36,41,3,3
5,10,2,2
10,10,2,2
7,7,1,1
3,7,1,3
7,8,2,3
2,6,1,1
12,13,1,2
1,6,1,1
2,6,1,2
3,6,2,2
13,18,2,2
2,8,2,5
6,8,1,1
2,8,2,6
4,8,4,6
16,16,1,1
1,40,1,2
24,40,2,2
3,3,1,1
1,12,1,3
5,12,2,3
12,12,6,6
11,47,3,13
13,47,5,13
14,47,6,13
26,47,5,13
28,47,7,13
3,8,1,2
5,8,1,2
8,8,2,3
1,8,1,1
3,8,2,2
1,17,1,3
6,17,3,4
1,4,1,2
2,3,2,3
1,17,1,3
6,17,3,4
1,4,1,2
2,3,2,3
2,7,2,2
3,7,1,3
5,7,3,3
9,15,2,5
1,4,1,2
2,4,2,2
4,4,2,2
8,11,2,3
3,4,1,1
9,11,3,3
11,11,3,3
6,11,6,6
3,3,1,1
1,12,1,4
4,12,4,4
9,12,2,2
11,12,2,3
3,10,3,3
3,8,3,6
1,9,1,9
9,9,9,9
2,13,2,2
5,5,3,3
6,13,2,8
8,8,2,2
2,9,2,2
14,20,3,3
20,20,2,2
20,20,1,1
5,5,1,1
1,3,1,3
9,21,1,1
5,9,4,5
3,6,2,5
4,6,3,5
2,19,2,4
3,9,3,3
9,9,2,2
3,9,1,2
9,9,2,3
3,9,3,3
9,9,2,2
3,9,1,2
9,9,2,3
3,11,3,5
9,11,1,3
11,11,3,3
